Year,Month,Day,AverageDailyPrecipitation[mm/d],AverageDailyStreamflow[m^3/s],AverageDailyTemperature[°C]
2004,9,29,0.0157,9.085209122,8.87325
2004,9,30,2.94748,10.72215631,9.39655
2004,10,1,10.2494,9.391080347,12.1061
2004,10,2,14.4569,12.42851746,15.2074
2004,10,3,20.9409,23.83405652,13.5892
2004,10,4,18.0521,40.73569076,9.24034
2004,10,5,10.7926,49.33661513,3.54164
2004,10,6,7.02775,51.32339231,4.92226
2004,10,7,36.684,65.95848079,5.96302
2004,10,8,11.691,82.37066199,3.80584
2004,10,9,4.99061,97.91320933,8.56865
2004,10,10,0.0200452,88.24989132,9.04365
2004,10,11,0.0323435,73.39955256,8.70777
2004,10,12,0.0582832,57.54622698,7.60996
2004,10,13,1.23967,42.63523194,9.30233
2004,10,14,0.188889,31.86851484,9.35493
2004,10,15,0.00500685,24.02420374,6.01336
2004,10,16,0,17.66108722,4.1204
2004,10,17,0,12.71680518,4.27162
2004,10,18,0.0148822,9.016772026,3.74097
2004,10,19,14.7685,7.966850418,5.16415
2004,10,20,16.7967,20.1882051,7.81457
2004,10,21,0.623222,41.34804658,2.37214
2004,10,22,1.99762,41.32589682,0.61045
2004,10,23,13.0934,31.81615052,0.975206
2004,10,24,0.424975,24.52444768,-2.55333
2004,10,25,0,18.23800343,-4.67852
2004,10,26,0,13.2856566,-2.15241
2004,10,27,1.57E-05,9.589292353,-1.57176
2004,10,28,1.92191,7.046044905,0.294225
2004,10,29,18.4208,15.18985491,2.98919
2004,10,30,7.44247,41.35020477,2.54073
2004,10,31,24.248,58.06771197,6.22179
2004,11,1,1.15895,72.94338098,4.59691
2004,11,2,2.48924,88.16515427,4.77135
2004,11,3,2.31606,78.93404067,6.18727
2004,11,4,3.55E-06,66.97555259,4.74686
2004,11,5,0,55.41439723,5.80623
2004,11,6,0.000440004,43.44693566,5.19499
2004,11,7,0.0152199,32.93783737,1.61313
2004,11,8,0.00716025,24.51683724,0.600527
2004,11,9,0.0612491,17.79591682,4.59905
2004,11,10,0.0151807,12.81835334,6.46723
2004,11,11,0.000880007,9.468865781,4.20195
2004,11,12,10.6649,8.498978659,4.13443
2004,11,13,0.0310322,13.87472678,3.91096
2004,11,14,0.591848,18.89738491,2.33331
2004,11,15,0.514498,15.02265258,3.59688
2004,11,16,19.2347,16.64049418,6.36493
2004,11,17,0.00122782,32.60218323,2.62414
2004,11,18,0.0102281,38.59863593,3.21488
2004,11,19,0.000549253,29.32163256,5.6781
2004,11,20,0.0147845,21.89453217,5.37756
2004,11,21,0.00528709,16.15762929,5.199
2004,11,22,0.000625079,11.70132362,6.92487
2004,11,23,0.021234,8.519151984,7.28779
2004,11,24,0.150385,6.407506918,7.87843
2004,11,25,0.0143413,5.252515908,6.66392
2004,11,26,2.37652,4.810133974,4.69667
2004,11,27,35.3737,16.56018708,1.78072
2004,11,28,1.70828,44.12199236,0.175335
2004,11,29,0.436817,46.6871624,-1.37443
2004,11,30,0.318413,38.63271249,3.11384
2004,12,1,0.0108042,32.05298263,4.69261
2004,12,2,0.00741551,28.65736677,4.08709
2004,12,3,0,28.83320183,5.52415
2004,12,4,0.00577898,27.10131733,4.93217
2004,12,5,0.00745267,22.91092244,2.78288
2004,12,6,0.00765661,17.65904263,1.41982
2004,12,7,0.00607452,13.06677148,-0.934579
2004,12,8,0,9.915257391,-0.177778
2004,12,9,0,7.804486956,-1.24076
2004,12,10,0,6.316806467,-0.339357
2004,12,11,2.41684,5.312513376,0.618246
2004,12,12,0.195815,4.795356105,4.69797
2004,12,13,9.22863,5.98388981,4.9934
2004,12,14,9.67944,14.36804181,4.39443
2004,12,15,6.26324,28.46790108,-0.806537
2004,12,16,0.0592778,30.20012634,-2.77951
2004,12,17,0,23.05654295,-2.06263
2004,12,18,0.0224294,17.13426357,-2.16803
2004,12,19,0.115802,12.49792006,2.28114
2004,12,20,20.8301,16.70444453,3.77767
2004,12,21,14.5362,44.88065023,2.70978
2004,12,22,5.54939,59.41782538,-2.89102
2004,12,23,0.0689956,60.57040831,-7.71876
2004,12,24,0,52.72552927,-7.26798
2004,12,25,0,39.89354531,-5.16067
2004,12,26,1.60E-06,29.41182186,-0.297258
2004,12,27,1.49542,22.83515889,3.93664
2004,12,28,9.13138,23.36868427,2.4708
2004,12,29,0.00372634,26.02302131,-3.21711
2004,12,30,0.379896,23.51669014,-2.66215
2004,12,31,0.0504192,17.80057395,-2.50201
2005,1,1,4.08474,14.22230771,-2.47759
2005,1,2,0.18363,17.61099468,-2.49371
2005,1,3,0,21.55581114,-4.61926
2005,1,4,0.00696458,18.6764552,-5.89048
2005,1,5,0,15.23790286,-2.5778
2005,1,6,0,11.75334717,-2.41025
2005,1,7,0,8.943734594,-0.700649
2005,1,8,25.547,7.553672097,0.298471
2005,1,9,9.68202,10.49882988,3.72403
2005,1,10,1.48648,17.84725884,3.24272
2005,1,11,26.143,41.04930872,6.47511
2005,1,12,35.6967,89.83149818,5.47994
2005,1,13,51.1433,169.3355261,8.56147
2005,1,14,13.5325,257.1644583,2.9134
2005,1,15,2.4022,247.1334542,-0.75407
2005,1,16,17.485,197.5316098,1.82704
2005,1,17,14.8771,155.6730964,1.58111
2005,1,18,0.543865,125.6754984,-0.219908
2005,1,19,14.0629,100.9478408,-4.42229
2005,1,20,13.9282,81.38948417,0.495113
2005,1,21,0.054258,63.54767758,-0.973693
2005,1,22,0.232801,48.57625343,-4.66899
2005,1,23,0.0187007,36.83290205,-2.04598
2005,1,24,6.32744,27.36995423,-2.26962
2005,1,25,2.70943,20.15412854,-2.64991
2005,1,26,12.6202,14.66144102,-1.18202
2005,1,27,7.81784,10.50928003,-2.72829
2005,1,28,8.57109,7.628299769,-4.11531
2005,1,29,4.2787,6.033607515,-5.35488
2005,1,30,0.0370166,5.264897059,-7.5732
2005,1,31,1.94427,4.889532365,2.07193
2005,2,1,0,9.623062226,4.77645
2005,2,2,0,39.4316943,4.20641
2005,2,3,0,69.34205627,2.57256
2005,2,4,0,88.05292879,1.90422
2005,2,5,0,113.9826939,3.34012
2005,2,6,4.29196,129.5477318,4.92205
2005,2,7,6.64438,135.9257284,4.46497
2005,2,8,6.78547,131.4355733,1.52891
2005,2,9,0.0194316,114.8084826,-2.25632
2005,2,10,0.0234976,93.46814893,-3.42972
2005,2,11,1.33836,73.9870325,0.391461
2005,2,12,0,57.1345821,0.966808
2005,2,13,0,43.69353638,1.05984
2005,2,14,0.00370907,32.73689924,-0.949261
2005,2,15,0,24.4726513,-0.811886
2005,2,16,0.0131434,18.04740185,1.15895
2005,2,17,6.70E-06,13.4412729,0.852165
2005,2,18,0.0339308,9.682060115,0.0117137
2005,2,19,0.0381388,6.933603607,-2.32862
2005,2,20,0,5.539281541,-1.24902
2005,2,21,3.93786,6.079383697,5.89217
2005,2,22,28.2367,22.60321108,5.07723
2005,2,23,2.53729,56.61877654,-3.38416
2005,2,24,0.0212118,63.4849767,-7.14975
2005,2,25,0.0948066,61.94187636,-4.47997
2005,2,26,0.910225,49.54118809,-3.97573
2005,2,27,2.52E-05,36.42682302,-7.02707
2005,2,28,0.861852,26.78326942,-7.029
2005,3,1,0.0586259,14.30579529,-5.23048
2005,3,2,0.0032129,10.27846811,-3.94342
2005,3,3,0.00484791,7.570153795,-2.22355
2005,3,4,0.486818,5.924653386,-0.112483
2005,3,5,5.65188,5.416106126,2.42351
2005,3,6,1.39621,6.419797198,1.27847
2005,3,7,1.2214,7.635160517,-0.275075
2005,3,8,0.130997,7.259352827,-0.984492
2005,3,9,0.281113,6.077498128,-2.5046
2005,3,10,3.20219,5.355472563,-3.34388
2005,3,11,0.0111465,4.954221039,-3.93757
2005,3,12,9.55356,4.744400285,0.31124
2005,3,13,34.2181,18.14349776,2.45814
2005,3,14,0.248884,54.86792276,4.12619
2005,3,15,0,65.69291078,4.90714
2005,3,16,0.00502477,70.63821511,6.52528
2005,3,17,0.00975723,70.82120626,8.31001
2005,3,18,0.0101737,69.93544281,9.71641
2005,3,19,7.08189,66.23927166,7.39632
2005,3,20,1.225,61.47423234,7.85687
2005,3,21,9.22053,56.2731266,5.90004
2005,3,22,6.38126,54.40641251,2.03855
2005,3,23,5.51371,50.98239951,-0.245809
2005,3,24,5.84418,42.05502167,0.434396
2005,3,25,0.760414,32.49745459,-0.149771
2005,3,26,0.0246835,24.65189402,-1.42185
2005,3,27,0.0195145,18.36885743,-1.46887
2005,3,28,0,13.32609412,0.459144
2005,3,29,0.00251238,12.76632979,4.35243
2005,3,30,0,23.76033756,5.90814
2005,3,31,0.00138512,31.56125783,7.03864
2005,4,1,0.0287243,25.87592415,8.21247
2005,4,2,4.12282,19.67887408,8.40587
2005,4,3,0.0102822,17.09382605,6.68749
2005,4,4,7.53788,16.61084757,5.9726
2005,4,5,5.25713,18.52617756,5.1724
2005,4,6,27.008,34.349175,2.5038
2005,4,7,6.56259,50.68990902,0.823765
2005,4,8,4.9434,48.9423493,1.68378
2005,4,9,2.88308,41.36849252,1.94252
2005,4,10,0.360292,33.52270477,2.13826
2005,4,11,0.202948,26.48578103,2.73769
2005,4,12,0,21.2459416,4.23471
2005,4,13,0.142772,19.86538646,3.77257
2005,4,14,0.0108325,19.91400236,6.78609
2005,4,15,0.206287,20.2882766,6.19954
2005,4,16,0.00475586,23.18114958,8.29263
2005,4,17,0.90406,23.68786807,9.08349
2005,4,18,5.484,22.10705633,8.33011
2005,4,19,0.389418,21.30671147,3.08266
2005,4,20,0.61299,20.41890343,6.01239
2005,4,21,0.0119682,16.21612739,9.67618
2005,4,22,0.287644,12.81471851,10.553
2005,4,23,1.51407,10.04715641,9.29084
2005,4,24,0.00607622,8.317100686,8.55614
2005,4,25,0,7.187928352,8.15202
2005,4,26,0,6.081303344,9.28798
2005,4,27,0.0491475,5.281412833,9.97688
2005,4,28,0.271116,4.852979572,9.40443
2005,4,29,0.00607974,4.661900927,9.31358
2005,4,30,7.56179,4.945304339,9.66096
2005,5,1,0.694067,6.998530818,7.66617
2005,5,2,0.98822,9.611351247,8.63612
2005,5,3,2.77687,8.823103563,9.14339
2005,5,4,5.64544,8.254513399,9.3069
2005,5,5,7.33914,9.755154341,5.17646
2005,5,6,4.94296,14.38826057,3.88301
2005,5,7,3.87907,18.6387438,4.64138
2005,5,8,35.7005,37.89722669,3.09209
2005,5,9,2.98958,54.58236116,3.24333
2005,5,10,1.65352,53.51542399,7.00727
2005,5,11,0.582549,52.45984567,9.41564
2005,5,12,0.808502,49.68669502,9.46431
2005,5,13,0.000109405,41.09383543,7.56427
2005,5,14,0.0120496,32.45599478,9.18831
2005,5,15,0,25.4035094,10.3359
2005,5,16,0,19.06913079,12.3473
2005,5,17,0,13.90085214,14.2401
2005,5,18,0,10.13689135,13.7244
2005,5,19,0.00255237,7.714229501,14.8419
2005,5,20,0.386754,6.274619683,15.6752
2005,5,21,7.69414,5.86731389,12.2528
2005,5,22,0.00950385,7.308548024,7.27093
2005,5,23,0,8.963010569,7.02733
2005,5,24,0,7.536736046,8.48452
2005,5,25,0,5.849878049,11.2812
2005,5,26,0.00950104,4.998316111,12.9167
2005,5,27,0.593455,4.727873152,11.1879
2005,5,28,0.00255237,4.69191102,10.4506
2005,5,29,0,4.614932065,11.8806
2005,5,30,2.94574,4.522266533,12.6345
2005,5,31,3.66878,4.741185729,12.1625
2005,6,1,35.1123,21.58648005,11.1534
2005,6,2,24.4622,65.5330917,11.7185
2005,6,3,5.34932,72.45994815,9.47612
2005,6,4,0.401163,66.56129518,11.6021
2005,6,5,1.06665,53.03982877,12.1392
2005,6,6,0.00544194,40.37493355,12.2182
2005,6,7,0,29.95670609,15.3707
2005,6,8,3.71E-06,22.03913039,17.7497
2005,6,9,0.256692,16.13445722,19.1741
2005,6,10,0.082443,11.89669591,19.9993
2005,6,11,15.5689,13.98104565,15.559
2005,6,12,0.386477,17.62099047,14.0709
2005,6,13,1.86371,17.48809188,10.3312
2005,6,14,0.00272097,14.08452481,12.8442
2005,6,15,0.00825907,10.7912863,14.0005
2005,6,16,0.0514365,8.210815888,13.2242
2005,6,17,0.0185478,6.385118616,14.6257
2005,6,18,0.0381668,5.289114136,15.3702
2005,6,19,0.558901,4.857613984,11.2535
2005,6,20,2.78221,4.795685511,9.84688
2005,6,21,1.02905,4.895677505,11.6062
2005,6,22,10.3985,5.485179318,14.6788
2005,6,23,4.12088,7.362116381,15.1734
2005,6,24,0.0195685,9.830384032,13.3189
2005,6,25,0.00349467,9.223662196,13.6598
2005,6,26,0.0386113,7.117946452,14.9866
2005,6,27,0.503317,5.613193605,19.0994
2005,6,28,0.0124219,4.849844528,17.4906
2005,6,29,0.00272097,4.502740663,15.0628
2005,6,30,0.000207844,4.323656968,17.572
2005,7,1,0.120452,4.220393624,15.3492
2005,7,2,0.403167,4.247620798,13.0852
2005,7,3,0.00564563,4.26911175,12.6135
2005,7,4,5.20284,4.360743627,15.7062
2005,7,5,12.2608,5.265181031,15.8718
2005,7,6,1.3921,7.538598898,15.3149
2005,7,7,6.09395,9.334694995,17.1399
2005,7,8,3.78501,9.278082466,13.2072
2005,7,9,6.75414,9.098078704,11.9648
2005,7,10,1.88492,9.168367294,10.7207
2005,7,11,6.68247,9.11496932,9.97975
2005,7,12,5.50643,9.288191846,9.88448
2005,7,13,2.89004,10.03270794,9.89673
2005,7,14,0.00964292,9.450407643,11.6861
2005,7,15,0.0616942,7.667135692,14.8121
2005,7,16,11.212,6.316204448,18.0297
2005,7,17,2.7805,7.49971754,18.9938
2005,7,18,1.19199,9.66505591,16.9603
2005,7,19,8.75598,9.133484253,18.7079
2005,7,20,1.00513,8.838256274,18.6366
2005,7,21,6.97924,9.580546035,19.5427
2005,7,22,1.38757,9.694520778,21.0369
2005,7,23,5.60786,9.197809444,20.2312
2005,7,24,1.3534,8.442150311,16.8396
2005,7,25,0.0231344,7.931740199,16.027
2005,7,26,0.0136907,6.390922991,13.5814
2005,7,27,0.00513835,5.033823889,14.6182
2005,7,28,0,4.39748952,16.3058
2005,7,29,0.00513835,4.176911931,18.2519
2005,7,30,0.00513835,4.093572018,18.8117
2005,7,31,3.94E-06,4.041775643,19.3581
2005,8,1,0.00278238,3.992784905,20.4493
2005,8,2,3.56E-07,3.937274184,21.3715
2005,8,3,25.869,6.893620441,19.0095
2005,8,4,2.14686,15.42418807,17.9767
2005,8,5,6.52413,17.65290885,18.0586
2005,8,6,4.75685,15.33184059,17.7399
2005,8,7,0.897285,13.82361193,18.6305
2005,8,8,9.57631,12.90638446,20.5344
2005,8,9,1.17978,13.35835327,19.2446
2005,8,10,27.9661,18.50107449,18.8602
2005,8,11,0.167714,25.6285283,18.7468
2005,8,12,14.5054,28.24288218,16.7644
2005,8,13,9.01239,28.48482577,14.0251
2005,8,14,0.212596,29.8921878,13.4828
2005,8,15,0.0800681,25.31581905,14.3442
2005,8,16,12.7504,20.26465019,16.0318
2005,8,17,10.6746,21.26366141,15.6228
2005,8,18,15.8416,28.63601212,19.0101
2005,8,19,23.9907,44.0858712,16.2025
2005,8,20,11.3163,56.29414048,15.0194
2005,8,21,2.09017,57.80589039,11.0815
2005,8,22,0.00808494,55.16041325,12.2103
2005,8,23,15.4178,48.32919835,16.8603
2005,8,24,14.9228,49.63717041,14.4531
2005,8,25,13.1931,54.63517983,13.2045
2005,8,26,9.04074,58.55534758,11.3275
2005,8,27,0.0308894,60.6340179,12.9487
2005,8,28,1.60385,54.88973176,13.9621
2005,8,29,8.73635,46.92388092,14.745
2005,8,30,1.98805,43.1392243,13.8656
2005,8,31,0.0475009,37.44060075,11.8866
2005,9,1,0.00548269,29.19884334,11.9325
2005,9,2,2.44343,22.02947536,15.6808
2005,9,3,0.152937,17.47014489,17.4122
2005,9,4,0.0254232,14.26319959,17.4566
2005,9,5,0.0277682,10.46475332,18.4699
2005,9,6,0.147585,7.730824787,17.3385
2005,9,7,0.0618735,6.025849418,16.82
2005,9,8,0.0209663,5.019080096,16.5285
2005,9,9,0.0209666,4.557649364,16.4279
2005,9,10,3.65E-06,4.417867304,17.3407
2005,9,11,23.5777,13.77170197,17.5354
2005,9,12,0.720932,26.25553705,13.3796
2005,9,13,6.79046,31.20402187,13.5681
2005,9,14,11.231,28.89567553,14.2821
2005,9,15,0.815705,30.82668073,11.4732
2005,9,16,0.0119731,29.6671689,9.9633
2005,9,17,0.0859531,22.99543232,10.5988
2005,9,18,0.0856113,17.17447391,11.9637
2005,9,19,0.982436,12.6422911,11.7591
2005,9,20,0.212982,9.514369351,11.3504
2005,9,21,0.556693,7.181680982,10.7972
2005,9,22,1.41144,5.695568015,9.35701
2005,9,23,18.3331,7.088129459,11.6997
2005,9,24,5.84972,19.22440632,7.12978
2005,9,25,4.49212,30.32166608,6.37973
2005,9,26,0.0998507,28.99631497,7.2732
2005,9,27,0.0936538,24.03408594,8.59742
2005,9,28,0.0207722,18.07841153,11.1277
2005,9,29,0.0574239,13.32711642,12.2157
2005,9,30,0.0497892,9.581670561,13.0766
2005,10,1,0.0292317,6.99603187,12.3771
2005,10,2,0,5.571790581,12.0836
2005,10,3,0.0204019,4.976473034,11.4487
2005,10,4,3.44E-06,4.785939615,14.7306
2005,10,5,0.0197425,4.664751999,15.8515
2005,10,6,7.95644,4.860408263,13.1849
2005,10,7,0.243107,6.843698277,11.8625
2005,10,8,4.86376,10.07993806,14.4391
2005,10,9,12.3972,12.41840808,12.7915
2005,10,10,3.30127,19.76576931,10.0908
2005,10,11,2.24086,25.00867563,8.6045
2005,10,12,3.16706,22.73145255,9.16038
2005,10,13,1.93512,20.58190298,9.19979
2005,10,14,9.55397,19.09889098,7.82954
2005,10,15,14.833,26.86198628,5.25483
2005,10,16,5.06387,41.13824855,3.86691
2005,10,17,10.4443,46.76235801,4.37262
2005,10,18,6.61507,49.49881957,6.90524
2005,10,19,12.447,54.30861278,8.37781
2005,10,20,6.51778,58.02920546,12.8164
2005,10,21,1.16426,58.5066181,11.8528
2005,10,22,0.0668738,53.12342993,11.1948
2005,10,23,0.023004,43.76418845,11.3595
2005,10,24,0.795169,33.37560761,12.408
2005,10,25,49.4081,53.23111187,11.0367
2005,10,26,45.726,107.8452778,5.76598
2005,10,27,6.04322,183.9839045,6.0865
2005,10,28,21.3507,189.847345,8.33265
2005,10,29,10.4317,176.2394377,9.55225
2005,10,30,0.082771,161.9272815,7.354
2005,10,31,0.0173679,136.0347734,6.8392
2005,11,1,2.54136,109.0996361,8.20792
2005,11,2,1.01551,89.14258367,7.80346
2005,11,3,0.0224478,74.43888772,9.75495
2005,11,4,3.33704,59.6952086,10.0746
2005,11,5,0.0875806,48.27399432,8.42074
2005,11,6,0.607776,38.34840038,4.27786
2005,11,7,1.72578,29.57061864,2.55827
2005,11,8,3.55E-06,24.3795087,-0.319903
2005,11,9,0.0160001,19.10638783,-2.03646
2005,11,10,0.326211,14.17993919,-1.94295
2005,11,11,0.0588513,10.26713198,-0.79879
2005,11,12,0.553732,7.371794124,0.0210539
2005,11,13,0.183232,5.919859949,0.515632
2005,11,14,0.0728076,5.277062392,-1.44323
2005,11,15,0,5.027281189,-1.43072
2005,11,16,0.00319245,4.937091887,-2.91005
2005,11,17,0.239862,4.880627023,1.77484
2005,11,18,10.6159,5.833180533,3.94725
2005,11,19,7.02328,13.93390641,1.17099
2005,11,20,2.75926,26.20067379,-2.7727
2005,11,21,1.1885,24.60486836,1.33604
2005,11,22,1.85573,19.98556314,5.23384
2005,11,23,0.999575,21.41234881,4.76008
2005,11,24,0.0384656,22.76916394,3.53563
2005,11,25,0.0529648,19.11592927,2.2552
2005,11,26,0.0259724,14.70471825,3.81938
2005,11,27,0.00964697,11.15965394,3.4154
2005,11,28,16.5053,11.12606581,2.62883
2005,11,29,2.46418,24.33509558,3.1928
2005,11,30,1.56036,34.45379005,2.10908
2005,12,1,3.35091,28.03342491,0.615427
2005,12,2,6.29745,22.49961833,1.97378
2005,12,3,0.890234,22.67125062,4.11984
2005,12,4,0.0294147,24.22264292,2.64774
2005,12,5,0.0109119,22.07184389,0.286252
2005,12,6,0.00695347,18.12998072,-0.278875
2005,12,7,0.0104302,13.59075542,1.32364
2005,12,8,0.00695347,10.24497085,1.07461
2005,12,9,0.00697473,9.288600765,1.44504
2005,12,10,0.000826073,8.719919731,1.39435
2005,12,11,0.00123911,7.592053666,0.170245
2005,12,12,0.00777955,6.757757186,0.388767
2005,12,13,0.00494754,6.144697109,-0.294347
2005,12,14,0.00154892,5.669045091,-0.319093
2005,12,15,0.00093932,5.305096044,-0.505101
2005,12,16,7.9641,5.352019471,1.53129
2005,12,17,12.7981,9.472818662,2.79302
2005,12,18,14.4664,19.9740907,-1.09676
2005,12,19,24.9966,20.97764546,2.48718
2005,12,20,0.0424266,17.17617774,-3.85474
2005,12,21,0.012149,13.09153378,-5.43852
2005,12,22,0.579311,9.976345308,-6.89331
2005,12,23,5.06234,7.741865593,2.11729
2005,12,24,1.57485,8.252082605,3.44771
2005,12,25,11.8319,22.39829735,2.13459
2005,12,26,5.39241,43.21271608,-0.640448
2005,12,27,0.815133,44.10563561,-1.7833
2005,12,28,9.19611,34.78705883,-2.743
2005,12,29,1.30131,26.41387948,-2.93374
2005,12,30,0.123711,19.81006884,-6.44038
2005,12,31,2.38989,14.72470983,-2.21935
2006,1,1,7.16172,13.05291368,2.4719
2006,1,2,7.2838,24.19674473,2.50986
2006,1,3,0.0982915,40.58995666,-1.42181
2006,1,4,0.0233891,39.98725585,-3.32359
2006,1,5,6.91549,32.17179624,0.938662
2006,1,6,2.31042,31.92519552,3.78076
2006,1,7,0.0503212,41.42585473,2.17246
2006,1,8,1.2514,52.01401065,5.49671
2006,1,9,0.21903,60.19556613,5.04732
2006,1,10,0.00373735,71.3560947,3.21281
2006,1,11,0.015022,72.83206421,1.49943
2006,1,12,7.54,65.94428222,2.76137
2006,1,13,0.11234,60.56234353,1.45482
2006,1,14,0,51.70879823,-2.36393
2006,1,15,0.000397958,40.53111779,-2.08704
2006,1,16,0,30.51760631,-1.81079
2006,1,17,1.07424,22.65148621,-0.456859
2006,1,18,27.5041,20.53010661,1.13918
2006,1,19,4.08625,24.36939932,-1.36989
2006,1,20,16.4109,22.74462882,1.91396
2006,1,21,20.5037,30.70514099,3.12694
2006,1,22,8.81463,54.99003044,-1.54286
2006,1,23,8.13586,60.4862392,-2.67324
2006,1,24,4.31019,48.79161731,-5.41952
2006,1,25,3.97356,37.81737394,-7.08105
2006,1,26,0.530284,28.59739202,-7.12867
2006,1,27,0.808092,21.36248344,-9.26781
2006,1,28,0.356327,15.84844128,-9.08516
2006,1,29,0.0111162,11.6648617,-10.0056
2006,1,30,0.0116833,8.571152818,-9.2098
2006,1,31,6.45784,6.58701089,-3.56913
2006,2,1,3.84036,5.709369023,-1.43546
2006,2,2,1.6419,5.431951728,-2.95816
2006,2,3,0.12216,5.307549557,-0.659847
2006,2,4,0.0262303,5.200174308,-2.26205
2006,2,5,0.0656161,5.117322826,-4.44149
2006,2,6,0.0300547,5.056291703,-1.44603
2006,2,7,0.0157382,4.98513984,-2.44083
2006,2,8,0.00232217,4.91524881,-1.33924
2006,2,9,0.00958953,4.851855045,-2.54666
2006,2,10,0.0661592,4.800376718,-0.614717
2006,2,11,27.2682,13.0338308,2.96712
2006,2,12,26.0208,55.71983682,5.02086
2006,2,13,15.512,90.18146447,-0.854048
2006,2,14,16.5711,102.2025398,-1.84429
2006,2,15,3.47187,91.99570066,-4.05525
2006,2,16,0.752035,72.83092832,-4.3561
2006,2,17,0.109853,54.41163758,-5.46436
2006,2,18,2.46463,40.02928361,-3.97767
2006,2,19,9.8053,29.60401367,-4.17951
2006,2,20,4.20892,22.00005593,-3.86935
2006,2,21,0.376704,16.24759141,-5.57421
2006,2,22,1.6526,11.87522768,-6.39743
2006,2,23,0.41414,8.607501152,-6.92143
2006,2,24,0.738988,6.478817804,-6.93234
2006,2,25,0,5.520493996,-7.5349
2006,2,26,0.0331498,5.233126344,-8.29807
2006,2,27,1.28788,5.093844074,-7.07823
2006,2,28,0.00191843,4.978835676,-10.4577
2006,3,1,0,4.886783522,-11.1423
2006,3,2,0.0117189,4.813280377,-8.78642
2006,3,3,3.30481,4.752669531,-3.65633
2006,3,4,0.651684,4.702452036,-3.23873
2006,3,5,7.86592,4.650167231,-4.10465
2006,3,6,0.709666,4.602482761,-5.76086
2006,3,7,4.95011,4.555741076,-8.4015
2006,3,8,3.34325,4.51555345,-2.52864
2006,3,9,0.768719,4.475865614,-0.640505
2006,3,10,0.00273734,4.427613201,-1.1613
2006,3,11,0.0223193,4.38410879,-1.98506
2006,3,12,6.20375,4.351770132,-0.141338
2006,3,13,0.00582511,4.322203034,-2.0749
2006,3,14,0.148796,4.301507202,1.27324
2006,3,15,0,17.12653955,5.97937
2006,3,16,0.0187002,68.38336897,5.96702
2006,3,17,0.00502477,116.4930007,7.76481
2006,3,18,0.00502927,189.5383842,7.68285
2006,3,19,0.00594603,212.9819233,8.13361
2006,3,20,0.00502477,200.395177,8.29424
2006,3,21,0.130703,171.8628712,8.31155
2006,3,22,6.94921,143.6054497,7.54143
2006,3,23,0.79151,123.6842913,9.1855
2006,3,24,11.2522,109.0757825,8.85181
2006,3,25,0.0668091,99.12701648,8.75622
2006,3,26,7.80797,89.27661815,8.6703
2006,3,27,2.55032,78.81397758,8.84428
2006,3,28,0.761006,70.07356647,8.22107
2006,3,29,5.49128,60.09026955,8.49213
2006,3,30,0.268204,52.80765379,6.98338
2006,3,31,0.161054,44.32474791,5.46206
2006,4,1,1.83E-05,34.82738276,7.22575
2006,4,2,0.206809,26.73431276,7.90505
2006,4,3,0.00245646,20.03667798,7.7797
2006,4,4,0,14.96937955,6.96395
2006,4,5,0.13344,11.00808139,6.9208
2006,4,6,2.42061,8.314204178,9.96784
2006,4,7,25.6563,14.58340569,7.83101
2006,4,8,13.4983,44.49376766,3.85043
2006,4,9,6.41451,54.11789761,-0.066405
2006,4,10,0.0221835,53.3507206,0.968219
2006,4,11,0.0107476,45.71473089,4.4342
2006,4,12,0,37.63926711,4.58019
2006,4,13,0,31.84227589,6.30426
2006,4,14,0.0515403,27.63143506,8.125
2006,4,15,5.38496,24.50468327,6.03811
2006,4,16,44.5036,51.5465938,3.7061
2006,4,17,20.6374,76.50381382,1.85371
2006,4,18,7.40882,101.7734023,5.46578
2006,4,19,5.29838,111.6047178,4.9403
2006,4,20,4.56429,108.0256564,3.35528
2006,4,21,0.0312625,96.39702947,5.08279
2006,4,22,7.33E-06,81.3970946,6.51162
2006,4,23,10.1197,67.63550202,8.09704
2006,4,24,24.2024,65.11622175,8.58297
2006,4,25,9.599,76.02197122,7.20016
2006,4,26,2.64865,93.20859911,9.7761
2006,4,27,3.56534,88.02850726,8.81926
2006,4,28,0,76.20677978,10.7525
2006,4,29,0,61.73446369,14.1836
2006,4,30,0,47.69775965,13.7636
2006,5,1,0,35.54901077,16.5628
2006,5,2,0.860705,26.26735026,16.2696
2006,5,3,11.154,20.88734257,12.0953
2006,5,4,8.1786,24.29692983,9.30836
2006,5,5,8.04043,32.9682791,7.3346
2006,5,6,4.42985,36.8710678,6.45508
2006,5,7,11.4604,39.42521975,6.9147
2006,5,8,0.0156402,42.88898874,5.94584
2006,5,9,0.106924,39.55175739,6.64894
2006,5,10,0.0130682,30.56497273,5.72435
2006,5,11,0,23.27508731,7.37868
2006,5,12,6.70066,17.87054449,9.85529
2006,5,13,4.79622,16.95286267,12.2671
2006,5,14,8.10676,20.12652652,10.3913
2006,5,15,0.530605,23.38129259,10.8853
2006,5,16,15.2032,28.02286117,8.10222
2006,5,17,8.84861,37.13413886,8.42468
2006,5,18,0.325291,44.00976688,6.52965
2006,5,19,0.0530403,38.63702886,8.73713
2006,5,20,3.5013,29.95034514,13.8321
2006,5,21,5.92026,25.43077065,13.3201
